918,2,27,8,8,1,1,1,24,10
12,943,3,1,0,1,1,0,11,28
30,1,869,18,30,17,20,6,4,5
35,3,66,732,32,84,20,13,9,6
11,0,60,24,848,13,19,20,3,2
22,2,40,99,24,784,8,17,0,4
9,3,42,31,9,7,890,2,3,4
19,3,33,33,32,27,2,842,2,7
38,10,5,4,1,0,2,0,928,12
21,53,2,6,0,0,0,1,17,900
