953,0,15,10,2,0,1,1,10,8
10,953,0,1,0,0,1,1,1,33
24,0,903,22,20,13,8,8,2,0
9,0,34,812,23,96,12,6,4,4
7,1,24,11,920,20,8,8,1,0
1,0,16,58,9,899,2,11,2,2
6,1,50,17,10,10,902,2,1,1
8,0,6,7,9,36,0,932,2,0
33,5,11,3,0,2,3,1,925,17
6,23,3,5,0,2,1,0,8,952
